COLLISION_ID,CRASH_DATE,CRASH_TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,NUMBER_OF_PERSONS_INJURED,NUMBER_OF_PERSONS_KILLED,NUMBER_OF_PEDESTRIANS_INJURED,NUMBER_OF_CYCLIST_INJURED,NUMBER_OF_MOTORIST_INJURED,CONTRIBUTING_FACTOR_VEHICLE_1,CONTRIBUTING_FACTOR_VEHICLE_2,VEHICLE_TYPE_CODE_1,VEHICLE_TYPE_CODE_2,YEAR,MONTH,DAY_OF_WEEK,HOUR,IS_WEEKEND
4000813,07/16/2023,14:33,BROOKLYN,11682,40.639667,-74.14079,0,0,0,0,0,Failure to Yield,Backing Unsafely,Station Wagon/SUV,Ambulance,2023,7,Thu,14,1
4000814,10/24/2023,02:57,BROOKLYN,10913,40.738038,-73.843261,1,0,0,0,1,Pavement Slippery,Traffic Control Disregarded,E-Bike,Van,2023,10,Sun,2,1
4000815,02/04/2018,13:04,STATEN ISLAND,10337,40.701062,-74.105607,0,0,0,0,0,Passing Too Closely,Unspecified,E-Bike,Van,2018,2,Tue,13,0
4000816,05/24/2016,08:13,BROOKLYN,11683,40.761499,-74.1488,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention,Pick-up Truck,Van,2016,5,Thu,8,0
4000817,01/22/2022,11:03,STATEN ISLAND,11128,40.643012,-74.007311,0,0,0,0,0,Failure to Yield,Unspecified,E-Bike,Sedan,2022,1,Thu,11,0
4000818,10/10/2021,12:55,QUEENS,10482,40.521868,-73.841978,3,0,2,0,1,Alcohol Involvement,Passing Too Closely,Station Wagon/SUV,E-Bike,2021,10,Thu,12,0
4000819,10/06/2015,08:41,BRONX,10479,40.664883,-73.97052,1,0,0,0,1,Traffic Control Disregarded,Following Too Closely,Station Wagon/SUV,Bike,2015,10,Tue,8,0
4000820,07/19/2020,20:26,BROOKLYN,10348,40.630368,-74.021629,2,0,0,2,0,Pavement Slippery,Traffic Control Disregarded,Sedan,Sedan,2020,7,Tue,20,0
4000821,05/23/2024,13:21,MANHATTAN,11144,40.690649,-73.9527,0,0,0,0,0,Unspecified,Unsafe Lane Changing,Pick-up Truck,Pick-up Truck,2024,5,Tue,13,1
4000822,05/14/2019,02:53,MANHATTAN,10752,40.67545,-73.748962,0,0,0,0,0,Driver Inattention,Traffic Control Disregarded,Pick-up Truck,Van,2019,5,Sat,2,0
4000823,08/14/2016,06:02,QUEENS,10244,40.813444,-73.840448,1,0,0,0,1,Backing Unsafely,Following Too Closely,Pick-up Truck,Ambulance,2016,8,Fri,6,0
4000824,08/23/2019,21:20,STATEN ISLAND,10612,40.733412,-73.955532,0,0,0,0,0,Driver Inattention,Unsafe Speed,Sedan,Motorcycle,2019,8,Sun,21,0
4000825,08/21/2020,01:36,MANHATTAN,11122,40.565616,-73.965788,0,0,0,0,0,Failure to Yield,Unsafe Speed,Sedan,E-Bike,2020,8,Tue,1,0
4000826,12/15/2024,08:06,BRONX,10506,40.709398,-74.210884,4,0,0,1,3,Unspecified,Unspecified,Station Wagon/SUV,Bike,2024,12,Fri,8,0
4000827,03/28/2020,03:06,BROOKLYN,10715,40.878023,-74.239326,0,0,0,0,0,Failure to Yield,Following Too Closely,Sedan,Van,2020,3,Fri,3,1
4000828,08/11/2016,07:39,STATEN ISLAND,10443,40.591627,-73.758303,4,0,1,0,3,Passing Too Closely,Unsafe Speed,E-Bike,Ambulance,2016,8,Sat,7,0
4000829,05/06/2015,18:44,BRONX,10182,40.748676,-73.752594,0,0,0,0,0,Traffic Control Disregarded,Failure to Yield,Sedan,Sedan,2015,5,Mon,18,0
4000830,01/22/2018,20:52,BROOKLYN,11403,40.578395,-73.922699,0,0,0,0,0,Unspecified,Traffic Control Disregarded,Station Wagon/SUV,E-Bike,2018,1,Thu,20,0
4000831,04/12/2018,13:28,BRONX,10277,40.678794,-73.716541,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,Bus,Bike,2018,4,Thu,13,0
4000832,11/24/2023,00:44,QUEENS,11451,40.908445,-73.923402,1,0,0,1,0,Driver Inattention,Alcohol Involvement,Bike,Pick-up Truck,2023,11,Sun,0,0
4000833,12/14/2015,08:44,BRONX,11063,40.725222,-73.795946,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Taxi,Sedan,2015,12,Wed,8,1
4000834,05/25/2024,19:20,MANHATTAN,11227,40.786108,-74.203875,0,0,0,0,0,Alcohol Involvement,Backing Unsafely,Station Wagon/SUV,,2024,5,Wed,19,0
4000835,08/27/2015,18:44,BRONX,11539,40.678266,-73.750454,1,0,0,1,0,Failure to Yield,Unsafe Speed,Sedan,Ambulance,2015,8,Sat,18,0
4000836,10/06/2022,09:36,BROOKLYN,10487,40.862894,-73.995292,1,0,0,0,1,Pavement Slippery,Traffic Control Disregarded,Sedan,Station Wagon/SUV,2022,10,Sun,9,0
4000837,02/19/2019,15:19,QUEENS,11071,40.600894,-73.738631,1,0,0,1,0,Pavement Slippery,Unsafe Speed,Sedan,Sedan,2019,2,Sun,15,1
4000838,06/14/2023,09:05,MANHATTAN,11618,40.642233,-73.909356,0,0,0,0,0,Unsafe Lane Changing,Traffic Control Disregarded,Station Wagon/SUV,E-Bike,2023,6,Mon,9,0
4000839,04/21/2020,01:30,QUEENS,11095,40.796613,-74.009453,1,0,0,0,1,Passing Too Closely,Alcohol Involvement,Sedan,Bike,2020,4,Mon,1,0
4000840,03/17/2024,00:57,BRONX,10158,40.802657,-74.220365,1,0,0,1,0,Unsafe Lane Changing,Traffic Control Disregarded,Sedan,Station Wagon/SUV,2024,3,Thu,0,0
4000841,11/14/2017,07:44,MANHATTAN,11267,40.822445,-73.995763,2,0,1,0,1,Alcohol Involvement,Unspecified,Bike,Sedan,2017,11,Tue,7,1
4000842,09/01/2015,08:06,BRONX,10304,40.866054,-74.232507,1,0,1,0,0,Failure to Yield,Traffic Control Disregarded,Station Wagon/SUV,,2015,9,Wed,8,0
4000843,05/10/2024,06:34,BROOKLYN,11499,40.751347,-73.818454,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Bike,Motorcycle,2024,5,Sat,6,0
4000844,02/26/2020,09:26,BROOKLYN,11193,40.808109,-74.208592,0,0,0,0,0,Following Too Closely,Traffic Control Disregarded,Sedan,Van,2020,2,Sat,9,0
4000845,03/17/2017,17:01,MANHATTAN,11602,40.612723,-74.102291,2,0,2,1,0,Failure to Yield,Traffic Control Disregarded,Taxi,Sedan,2017,3,Tue,17,0
4000846,09/09/2018,14:34,QUEENS,11490,40.535406,-74.014811,2,0,1,1,0,Alcohol Involvement,Failure to Yield,Bike,Pick-up Truck,2018,9,Wed,14,0
4000847,08/10/2017,09:28,MANHATTAN,10021,40.904094,-73.909488,0,0,0,0,0,Unsafe Speed,Following Too Closely,Taxi,Motorcycle,2017,8,Thu,9,1
4000848,12/18/2021,15:22,STATEN ISLAND,11472,40.852261,-73.900063,0,0,0,0,0,Unsafe Lane Changing,Failure to Yield,Station Wagon/SUV,Taxi,2021,12,Mon,15,1
4000849,06/26/2023,20:28,BROOKLYN,10670,40.794535,-74.209886,0,0,0,0,0,Alcohol Involvement,Unsafe Speed,Sedan,Motorcycle,2023,6,Mon,20,1
4000850,08/11/2019,14:45,QUEENS,10491,40.537284,-74.188776,0,0,0,0,0,Unspecified,Traffic Control Disregarded,E-Bike,Sedan,2019,8,Tue,14,0
4000851,01/17/2020,22:33,QUEENS,11674,40.62803,-73.704904,0,0,0,0,0,Passing Too Closely,Failure to Yield,Bike,Motorcycle,2020,1,Sat,22,0
4000852,02/12/2019,23:17,BROOKLYN,11561,40.680705,-73.789249,5,0,0,0,5,Unsafe Speed,Alcohol Involvement,Bike,Station Wagon/SUV,2019,2,Sun,23,1
4000853,06/05/2017,14:27,BRONX,10744,40.559343,-74.078688,1,0,1,0,0,Traffic Control Disregarded,Passing Too Closely,Van,Bike,2017,6,Thu,14,0
4000854,05/24/2017,15:29,MANHATTAN,10102,40.649387,-73.946626,0,0,0,0,0,Driver Inattention,Unspecified,Van,,2017,5,Tue,15,1
4000855,01/21/2018,16:28,BRONX,10298,40.503255,-73.874097,0,0,0,0,0,Following Too Closely,Unsafe Speed,Sedan,E-Bike,2018,1,Fri,16,0
4000856,04/05/2019,08:21,BROOKLYN,11043,40.557015,-74.166544,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Sedan,Ambulance,2019,4,Thu,8,1
4000857,08/10/2021,05:40,MANHATTAN,11269,40.625789,-74.184537,2,0,0,1,1,Backing Unsafely,Unspecified,Motorcycle,Bike,2021,8,Wed,5,1
4000858,09/02/2023,14:02,STATEN ISLAND,10116,40.759821,-73.981256,0,0,0,0,0,Failure to Yield,Driver Inattention,Station Wagon/SUV,E-Bike,2023,9,Sun,14,1
4000859,12/23/2019,15:35,QUEENS,11189,40.799673,-74.082404,0,0,0,0,0,Pavement Slippery,Failure to Yield,Motorcycle,,2019,12,Thu,15,0
4000860,01/01/2016,12:36,QUEENS,10665,40.635517,-73.992636,1,0,0,0,1,Backing Unsafely,Unsafe Lane Changing,Bike,Bike,2016,1,Wed,12,0
4000861,02/18/2023,21:58,BROOKLYN,10581,40.806875,-74.166579,1,0,0,0,1,Backing Unsafely,Passing Too Closely,Sedan,Pick-up Truck,2023,2,Mon,21,0
4000862,03/16/2019,11:24,MANHATTAN,10530,40.601091,-74.204919,0,0,0,0,0,Unsafe Lane Changing,Unsafe Speed,Station Wagon/SUV,Sedan,2019,3,Tue,11,0
4000863,07/16/2020,23:22,QUEENS,10750,40.826566,-73.718028,1,0,0,0,1,Driver Inattention,Traffic Control Disregarded,Motorcycle,Van,2020,7,Fri,23,0
4000864,05/05/2023,18:00,QUEENS,11252,40.882667,-74.204217,1,0,0,0,1,Unspecified,Following Too Closely,Sedan,Station Wagon/SUV,2023,5,Fri,18,0
4000865,12/23/2018,00:36,BROOKLYN,11100,40.52388,-73.778279,0,0,0,0,0,Passing Too Closely,Unsafe Lane Changing,Bus,Bike,2018,12,Sun,0,0
4000866,02/27/2017,11:20,BROOKLYN,11169,40.790106,-74.001773,2,0,0,0,2,Failure to Yield,Unspecified,Sedan,Pick-up Truck,2017,2,Mon,11,1
4000867,12/23/2018,09:29,BRONX,11382,40.539738,-74.009827,0,0,0,0,0,Passing Too Closely,Passing Too Closely,Sedan,Station Wagon/SUV,2018,12,Sun,9,1
4000868,03/24/2022,21:45,BRONX,10527,40.568584,-74.014915,4,0,0,0,4,Backing Unsafely,Pavement Slippery,Station Wagon/SUV,Taxi,2022,3,Mon,21,0
4000869,08/22/2021,23:31,BROOKLYN,10273,40.804241,-74.234453,2,0,0,0,2,Unsafe Speed,Backing Unsafely,Sedan,Sedan,2021,8,Wed,23,0
4000870,04/19/2021,03:46,BRONX,11681,40.554596,-74.228658,0,0,0,0,0,Backing Unsafely,Failure to Yield,Sedan,E-Bike,2021,4,Fri,3,0
4000871,11/28/2015,05:23,BROOKLYN,10206,40.682324,-74.192915,1,0,0,0,1,Backing Unsafely,Following Too Closely,Motorcycle,Taxi,2015,11,Wed,5,0
4000872,11/08/2016,03:47,BRONX,11181,40.598514,-73.840158,3,0,1,0,2,Passing Too Closely,Traffic Control Disregarded,Sedan,Van,2016,11,Wed,3,0
4000873,12/01/2017,09:36,MANHATTAN,10801,40.724049,-74.111496,1,0,0,0,1,Failure to Yield,Driver Inattention,Station Wagon/SUV,Motorcycle,2017,12,Wed,9,0
4000874,10/11/2015,02:26,BRONX,11216,40.855645,-73.895194,1,0,1,0,0,Following Too Closely,Failure to Yield,Bike,Pick-up Truck,2015,10,Sun,2,0
4000875,09/19/2023,21:37,QUEENS,10035,40.788743,-74.060271,3,0,0,0,3,Unsafe Speed,Driver Inattention,Sedan,Pick-up Truck,2023,9,Fri,21,0
4000876,06/08/2023,16:34,MANHATTAN,11615,40.642308,-73.84396,1,0,1,0,0,Following Too Closely,Alcohol Involvement,Station Wagon/SUV,Bike,2023,6,Fri,16,0
4000877,08/19/2019,20:15,QUEENS,10652,40.543334,-73.772693,0,0,0,0,0,Backing Unsafely,Following Too Closely,E-Bike,Van,2019,8,Sun,20,0
4000878,10/05/2018,05:03,MANHATTAN,10689,40.874855,-73.994398,0,0,0,0,0,Passing Too Closely,Unsafe Lane Changing,Pick-up Truck,Motorcycle,2018,10,Wed,5,0
4000879,06/21/2017,13:29,MANHATTAN,10437,40.630751,-74.232387,0,0,0,0,0,Driver Inattention,Unsafe Speed,Bus,Bus,2017,6,Sat,13,0
4000880,02/23/2023,05:17,BROOKLYN,10939,40.903451,-73.86986,0,0,0,0,0,Driver Inattention,Unspecified,Station Wagon/SUV,,2023,2,Wed,5,0
4000881,10/20/2016,13:05,STATEN ISLAND,10389,40.648783,-74.024295,0,0,0,0,0,Passing Too Closely,Passing Too Closely,Station Wagon/SUV,E-Bike,2016,10,Tue,13,0
4000882,08/26/2022,02:45,BRONX,11103,40.651118,-73.809086,0,0,0,0,0,Failure to Yield,Pavement Slippery,Sedan,Station Wagon/SUV,2022,8,Mon,2,0
4000883,07/18/2021,04:40,BRONX,11197,40.654262,-73.746567,0,0,0,0,0,Unsafe Speed,Unspecified,Taxi,Station Wagon/SUV,2021,7,Mon,4,1
4000884,04/02/2016,18:47,BRONX,11330,40.726345,-73.749683,0,0,0,0,0,Traffic Control Disregarded,Backing Unsafely,Sedan,Pick-up Truck,2016,4,Tue,18,0
4000885,06/23/2017,04:14,QUEENS,11517,40.701643,-73.783312,1,0,1,0,0,Alcohol Involvement,Unsafe Speed,Pick-up Truck,Pick-up Truck,2017,6,Fri,4,0
4000886,09/19/2016,02:06,BROOKLYN,10099,40.809393,-74.199028,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Motorcycle,Sedan,2016,9,Sun,2,1
4000887,01/10/2017,17:38,BRONX,11058,40.786732,-73.830382,1,0,1,0,0,Passing Too Closely,Alcohol Involvement,Sedan,E-Bike,2017,1,Fri,17,0
4000888,11/18/2018,14:36,MANHATTAN,10194,40.721299,-73.88706,5,0,3,1,1,Unsafe Lane Changing,Backing Unsafely,Sedan,Motorcycle,2018,11,Mon,14,1
4000889,09/16/2019,07:25,STATEN ISLAND,11690,40.516361,-74.100495,1,0,0,0,1,Following Too Closely,Pavement Slippery,Station Wagon/SUV,Taxi,2019,9,Tue,7,0
4000890,10/05/2016,19:38,QUEENS,10129,40.74185,-74.134543,1,0,1,0,0,Alcohol Involvement,Alcohol Involvement,Motorcycle,Bike,2016,10,Thu,19,0
4000891,04/13/2021,07:00,QUEENS,10261,40.707163,-73.751073,1,0,0,0,1,Pavement Slippery,Unsafe Speed,Station Wagon/SUV,Sedan,2021,4,Tue,7,0
4000892,01/02/2018,11:45,BROOKLYN,11440,40.887868,-73.704729,0,0,0,0,0,Pavement Slippery,Alcohol Involvement,Sedan,,2018,1,Fri,11,0
4000893,08/11/2015,23:25,MANHATTAN,10642,40.745384,-73.820822,0,0,0,0,0,Backing Unsafely,Alcohol Involvement,Motorcycle,Bike,2015,8,Fri,23,0
4000894,11/12/2018,12:49,QUEENS,10666,40.874638,-74.179336,4,0,0,0,4,Passing Too Closely,Pavement Slippery,Sedan,Pick-up Truck,2018,11,Sat,12,1
4000895,08/21/2023,21:54,BROOKLYN,11290,40.523324,-73.947773,0,0,0,0,0,Unsafe Lane Changing,Alcohol Involvement,Taxi,Station Wagon/SUV,2023,8,Sun,21,0
4000896,09/08/2019,21:29,BROOKLYN,10941,40.512897,-74.109366,3,0,1,1,1,Alcohol Involvement,Passing Too Closely,Van,Taxi,2019,9,Wed,21,0
4000897,12/12/2016,19:22,MANHATTAN,11104,40.721189,-74.108403,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Station Wagon/SUV,E-Bike,2016,12,Tue,19,0
4000898,10/15/2020,21:33,QUEENS,11371,40.616918,-74.185912,0,0,0,0,0,Traffic Control Disregarded,Pavement Slippery,Sedan,Pick-up Truck,2020,10,Thu,21,0
4000899,01/15/2021,12:47,QUEENS,10845,40.812314,-74.162446,1,0,1,0,0,Following Too Closely,Unsafe Speed,Taxi,Pick-up Truck,2021,1,Wed,12,1
4000900,12/22/2016,05:45,BROOKLYN,11368,40.888598,-74.012779,2,0,0,0,2,Driver Inattention,Alcohol Involvement,Sedan,Bus,2016,12,Mon,5,1
4000901,11/17/2024,09:02,MANHATTAN,10061,40.564114,-74.19961,1,0,0,0,1,Driver Inattention,Passing Too Closely,Sedan,Station Wagon/SUV,2024,11,Sun,9,0
4000902,02/10/2016,20:59,QUEENS,11493,40.877978,-74.176511,1,0,0,0,1,Unspecified,Following Too Closely,Bus,Bike,2016,2,Fri,20,1
4000903,06/07/2024,05:18,BROOKLYN,10773,40.76173,-74.190848,1,0,0,0,1,Following Too Closely,Alcohol Involvement,E-Bike,E-Bike,2024,6,Mon,5,1
4000904,11/20/2017,11:57,MANHATTAN,11146,40.782643,-74.093111,1,0,1,0,0,Failure to Yield,Unspecified,Taxi,Van,2017,11,Wed,11,0
4000905,05/20/2024,20:30,QUEENS,10846,40.62143,-73.721979,0,0,0,0,0,Failure to Yield,Following Too Closely,Station Wagon/SUV,,2024,5,Sun,20,0
4000906,03/25/2018,07:50,QUEENS,10722,40.70247,-74.234244,0,0,0,0,0,Following Too Closely,Alcohol Involvement,Sedan,Pick-up Truck,2018,3,Sun,7,1
4000907,03/26/2019,03:38,QUEENS,10435,40.825316,-74.121139,1,0,1,0,0,Passing Too Closely,Alcohol Involvement,Bike,Station Wagon/SUV,2019,3,Wed,3,0
4000908,09/22/2017,23:44,QUEENS,10171,40.825789,-73.757044,2,0,0,1,1,Alcohol Involvement,Following Too Closely,Bike,Pick-up Truck,2017,9,Tue,23,1
4000909,01/10/2018,14:12,QUEENS,11639,40.814459,-74.209362,0,0,0,0,0,Passing Too Closely,Following Too Closely,Bike,Pick-up Truck,2018,1,Fri,14,0
4000910,11/23/2021,23:28,MANHATTAN,10425,40.774743,-73.810477,0,0,0,0,0,Following Too Closely,Alcohol Involvement,Station Wagon/SUV,Bike,2021,11,Wed,23,0
4000911,04/18/2020,12:52,BROOKLYN,10887,40.669761,-74.226358,1,0,0,1,0,Following Too Closely,Unsafe Speed,Van,Bike,2020,4,Sun,12,0
4000912,07/14/2016,02:09,MANHATTAN,10466,40.647561,-74.128653,0,0,0,0,0,Backing Unsafely,Alcohol Involvement,E-Bike,Station Wagon/SUV,2016,7,Wed,2,0
4000913,05/16/2021,20:16,STATEN ISLAND,11472,40.514633,-73.770388,0,0,0,0,0,Driver Inattention,Alcohol Involvement,Sedan,E-Bike,2021,5,Fri,20,0
4000914,09/13/2016,06:30,BROOKLYN,10713,40.867709,-74.256633,0,0,0,0,0,Passing Too Closely,Failure to Yield,Sedan,Sedan,2016,9,Wed,6,0
4000915,10/11/2017,12:51,BRONX,10809,40.800476,-73.997812,0,0,0,0,0,Unsafe Speed,Traffic Control Disregarded,Sedan,Pick-up Truck,2017,10,Fri,12,1
4000916,12/03/2015,14:40,BRONX,10449,40.660687,-73.849995,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Sedan,Ambulance,2015,12,Sat,14,1
4000917,08/26/2020,23:27,QUEENS,11295,40.521447,-74.068363,0,0,0,0,0,Passing Too Closely,Passing Too Closely,Bike,Bike,2020,8,Thu,23,0
4000918,01/17/2024,22:56,BROOKLYN,11106,40.600429,-74.158001,0,0,0,0,0,Unspecified,Backing Unsafely,Station Wagon/SUV,Van,2024,1,Wed,22,0
4000919,08/05/2018,06:07,QUEENS,10036,40.776973,-74.224915,1,0,1,0,0,Backing Unsafely,Failure to Yield,Bus,Ambulance,2018,8,Fri,6,0
4000920,10/07/2023,00:29,MANHATTAN,11446,40.812467,-73.768336,0,0,0,0,0,Failure to Yield,Alcohol Involvement,E-Bike,Bus,2023,10,Sun,0,1
4000921,10/06/2018,20:38,MANHATTAN,10788,40.881254,-73.831071,1,0,1,0,0,Passing Too Closely,Backing Unsafely,Station Wagon/SUV,Bike,2018,10,Fri,20,0
4000922,11/06/2024,13:28,BROOKLYN,10844,40.802272,-73.880851,0,0,0,0,0,Traffic Control Disregarded,Pavement Slippery,Pick-up Truck,Bus,2024,11,Mon,13,0
4000923,05/06/2020,12:54,BRONX,11002,40.768241,-73.811374,0,0,0,0,0,Alcohol Involvement,Driver Inattention,Bike,Motorcycle,2020,5,Mon,12,0
4000924,06/20/2022,09:53,QUEENS,10843,40.878001,-73.9555,0,0,0,0,0,Traffic Control Disregarded,Alcohol Involvement,Station Wagon/SUV,Ambulance,2022,6,Sun,9,0
4000925,01/07/2019,11:12,BRONX,10149,40.643864,-73.776267,0,0,0,0,0,Passing Too Closely,Traffic Control Disregarded,Bus,Taxi,2019,1,Thu,11,0
4000926,11/06/2017,11:55,BRONX,10894,40.847795,-73.977483,0,0,0,0,0,Unspecified,Unsafe Speed,Sedan,Sedan,2017,11,Wed,11,1
4000927,11/05/2023,19:26,QUEENS,10400,40.802243,-74.040201,1,0,0,0,1,Unspecified,Traffic Control Disregarded,Bike,Bike,2023,11,Fri,19,0
4000928,05/23/2017,09:02,BROOKLYN,10259,40.674345,-73.965841,0,0,0,0,0,Unsafe Speed,Unsafe Speed,Sedan,,2017,5,Wed,9,0
4000929,04/07/2023,21:25,BRONX,11506,40.737093,-73.716233,0,0,0,0,0,Following Too Closely,Unspecified,Sedan,Bike,2023,4,Thu,21,0
4000930,11/15/2016,14:27,BROOKLYN,10792,40.579894,-73.883274,0,0,0,0,0,Failure to Yield,Following Too Closely,Taxi,,2016,11,Thu,14,0
4000931,12/18/2022,11:54,MANHATTAN,11552,40.538257,-74.163777,3,0,1,0,2,Pavement Slippery,Failure to Yield,Sedan,Motorcycle,2022,12,Thu,11,0
4000932,11/05/2020,19:43,MANHATTAN,11188,40.617557,-74.016698,1,0,0,0,1,Backing Unsafely,Unspecified,Station Wagon/SUV,Sedan,2020,11,Wed,19,0
4000933,09/11/2023,14:09,QUEENS,10193,40.628895,-73.857922,2,0,0,0,2,Failure to Yield,Unspecified,Station Wagon/SUV,,2023,9,Sun,14,0
4000934,04/27/2019,06:44,BRONX,11624,40.723271,-74.025233,0,0,0,0,0,Traffic Control Disregarded,Pavement Slippery,Bus,Motorcycle,2019,4,Tue,6,0
4000935,06/23/2018,17:18,QUEENS,11432,40.557094,-73.883322,2,0,1,1,0,Backing Unsafely,Failure to Yield,Pick-up Truck,Bike,2018,6,Wed,17,0
4000936,10/24/2016,02:15,BROOKLYN,10231,40.560629,-74.238107,1,0,0,1,0,Driver Inattention,Backing Unsafely,Station Wagon/SUV,Station Wagon/SUV,2016,10,Tue,2,0
4000937,11/25/2015,15:41,QUEENS,10049,40.525011,-74.035697,0,0,0,0,0,Backing Unsafely,Passing Too Closely,Station Wagon/SUV,Ambulance,2015,11,Sun,15,0
4000938,03/20/2018,07:28,QUEENS,10114,40.903766,-74.088611,1,0,1,0,0,Passing Too Closely,Passing Too Closely,Bike,,2018,3,Sun,7,0
4000939,11/14/2022,18:32,BRONX,10590,40.660615,-73.92038,0,0,0,0,0,Unspecified,Failure to Yield,E-Bike,Sedan,2022,11,Sun,18,0
4000940,09/21/2024,08:25,BROOKLYN,10418,40.569811,-74.19963,0,0,0,0,0,Pavement Slippery,Failure to Yield,Sedan,E-Bike,2024,9,Mon,8,0
4000941,08/08/2023,19:57,BROOKLYN,10063,40.888653,-74.006403,0,0,0,0,0,Following Too Closely,Driver Inattention,Sedan,Sedan,2023,8,Wed,19,0
4000942,09/08/2015,18:20,MANHATTAN,10058,40.531922,-73.923748,1,0,1,0,0,Traffic Control Disregarded,Unspecified,Station Wagon/SUV,Taxi,2015,9,Fri,18,0
4000943,10/02/2016,15:37,QUEENS,11403,40.528312,-74.209302,0,0,0,0,0,Unsafe Speed,Unsafe Lane Changing,Station Wagon/SUV,Motorcycle,2016,10,Tue,15,0
4000944,06/16/2017,01:55,BRONX,10229,40.909766,-73.967543,5,0,1,0,4,Passing Too Closely,Failure to Yield,Station Wagon/SUV,E-Bike,2017,6,Sun,1,0
4000945,11/17/2022,01:24,QUEENS,10395,40.68844,-73.842802,2,0,0,1,1,Following Too Closely,Alcohol Involvement,Sedan,Ambulance,2022,11,Tue,1,1
4000946,08/26/2023,16:15,BROOKLYN,10643,40.682621,-73.939754,1,0,0,0,1,Backing Unsafely,Alcohol Involvement,Pick-up Truck,Ambulance,2023,8,Sun,16,1
4000947,01/10/2017,03:58,BROOKLYN,10475,40.624869,-74.236081,4,0,0,0,4,Passing Too Closely,Failure to Yield,Sedan,E-Bike,2017,1,Fri,3,0
4000948,01/14/2018,22:38,QUEENS,10763,40.707848,-73.968988,0,0,0,0,0,Unsafe Speed,Pavement Slippery,Sedan,Station Wagon/SUV,2018,1,Thu,22,1
4000949,10/12/2022,19:01,BROOKLYN,10684,40.82458,-74.116345,3,0,1,0,2,Unsafe Lane Changing,Passing Too Closely,Sedan,Motorcycle,2022,10,Sun,19,0
4000950,04/20/2017,01:41,QUEENS,11458,40.86569,-73.771799,1,0,0,0,1,Unspecified,Unsafe Speed,Pick-up Truck,Bus,2017,4,Sun,1,1
4000951,01/11/2020,12:21,BRONX,10029,40.789991,-73.925732,0,0,0,0,0,Driver Inattention,Unspecified,Sedan,Motorcycle,2020,1,Sat,12,1
4000952,07/02/2015,05:01,BROOKLYN,11431,40.541274,-74.177385,0,0,0,0,0,Traffic Control Disregarded,Passing Too Closely,Pick-up Truck,Bus,2015,7,Mon,5,0
4000953,04/15/2021,10:58,MANHATTAN,10789,40.632902,-73.905713,0,0,0,0,0,Following Too Closely,Alcohol Involvement,Motorcycle,,2021,4,Fri,10,1
4000954,01/15/2019,23:10,BRONX,11380,40.890738,-73.930617,1,0,0,0,1,Unsafe Lane Changing,Unsafe Lane Changing,Station Wagon/SUV,Bus,2019,1,Wed,23,0
4000955,01/26/2018,01:16,BROOKLYN,10533,40.679225,-74.233342,1,0,0,0,1,Following Too Closely,Unsafe Speed,Sedan,E-Bike,2018,1,Tue,1,0
4000956,06/03/2022,12:40,STATEN ISLAND,10152,40.868788,-74.009865,1,0,0,0,1,Following Too Closely,Traffic Control Disregarded,Sedan,,2022,6,Fri,12,1
4000957,06/18/2022,17:27,BRONX,10652,40.78476,-73.854238,0,0,0,0,0,Unsafe Speed,Unsafe Speed,Sedan,Pick-up Truck,2022,6,Thu,17,1
4000958,06/20/2021,05:03,BROOKLYN,11584,40.580252,-74.042298,0,0,0,0,0,Alcohol Involvement,Unsafe Speed,Taxi,E-Bike,2021,6,Sun,5,1
4000959,09/24/2015,18:26,QUEENS,10211,40.875441,-74.023444,4,0,2,0,2,Backing Unsafely,Alcohol Involvement,Sedan,Sedan,2015,9,Fri,18,1
4000960,12/27/2024,02:45,BROOKLYN,11319,40.772768,-74.232429,0,0,0,0,0,Failure to Yield,Following Too Closely,Ambulance,Van,2024,12,Thu,2,0
4000961,07/16/2020,07:01,MANHATTAN,11043,40.54222,-74.09463,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,Sedan,Sedan,2020,7,Sun,7,0
4000962,07/09/2017,13:42,QUEENS,11201,40.656544,-73.722564,1,0,1,0,0,Passing Too Closely,Unspecified,Motorcycle,Pick-up Truck,2017,7,Thu,13,0
4000963,01/23/2022,18:35,BROOKLYN,10868,40.882923,-73.797507,1,0,1,1,0,Unsafe Lane Changing,Alcohol Involvement,E-Bike,Station Wagon/SUV,2022,1,Fri,18,0
4000964,08/18/2024,05:54,STATEN ISLAND,10005,40.809238,-74.2166,3,0,0,2,1,Unsafe Lane Changing,Driver Inattention,Sedan,Pick-up Truck,2024,8,Sun,5,1
4000965,06/07/2017,16:37,QUEENS,11532,40.627636,-74.090672,0,0,0,0,0,Alcohol Involvement,Driver Inattention,Station Wagon/SUV,Taxi,2017,6,Mon,16,0
